product_id,review,timestamp,label
Temu Toko_Ip 17 Pro,"Keren ini mah hp nya kecil tapi gak kecil baget anak saya suka buat bocill cocok dari pada harus rebutan sama saya😂 
Harga terjangkau kualitas gak perlu di ragukan lagi, gak perlu pikir panjang langsung checkout barang memuaskan terima kasih seller🫰🏻🫰🏻❤️❤️",2025-09-08 11:53 | Variasi: Silver,1
Temu Toko_Ip 17 Pro,Di luar ekspetasi saya ga nyangka bakal SE cute ini😍 udah di coba berfungsi dengan baikk  ga nyesel deh pokoknya respon penjual pun cepat sekali 🫶hitam doff juga glossy mantullll🫶🫶🫶,2025-09-08 11:57 | Variasi: Hitam,1
Temu Toko_Ip 17 Pro,"Barang tidak sesuai deskripsi tidak bisa di Pakaikan SIM CARD HP nya juga lambat SIM terbaca tapi jaringan internet nya gak bisa di pake... Saya sudah masukin Telkomsel, AXIS dan M3 malah M3 tulisannya Roaming
Seller nya juga gak bales waktu di cht",2025-09-18 17:02 | Variasi: Grey,1
Temu Toko_Ip 17 Pro,"Awanya agak ragu, tapi setelah dicoba imut bgt dan lucu. Sinyal aman, wifi lancar. walau emang kinerja agak lemot dibanding hape normal. Tapi wajar untuk hape mini kayak gini. cocok buat second phone.",2025-09-28 20:52 | Variasi: Silver,1
Temu Toko_Ip 17 Pro,trmksi kak barang nya sudah sampai⭐⭐⭐⭐⭐,2025-10-14 22:25 | Variasi: Silver,1
Temu Toko_Ip 17 Pro,"ini hp nya tidak bisa nge baca sim card
terima kasih",2026-05-11 00:53 | Variasi: 4.5 Grey,1
Temu Toko_Ip 17 Pro,mantpsssssssss,2025-12-23 17:06 | Variasi: Silver,1
Temu Toko_Ip 17 Pro,Baguss bgtt gak nyesel beli disini,2025-10-30 10:47 | Variasi: Silver,1
Temu Toko_Ip 17 Pro,Barang tidak bisa di pake,2026-02-05 19:02 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,Hp nya tidak masuk jadi di charge,2026-05-13 18:21 | Variasi: 3.0 Oren,1
Temu Toko_Ip 17 Pro,"BARANG RUSAK KOK DIJUAL!
Beli pertama warna oren, oke 
Segelan semua masih baru
Lalu saya beli kedua warna silver, barang datang ngga ada segel, screen protector sudah terpasang, curiga sudah bekas rusak orang retur sebelomnya, beneran, ga bisa nyala, ga bisa di charge
Ajukan pengembalian entah kenapa hari k3 sudah ga ada pilihannya
Seller dikontak tidak mau urus, tidak tanggung jawab, jelas barang ini rusak
Jahat yah, semoga kaya raya kamu kerja model seperti ini.
Ini sudah pasti barang returan dari orang lain yang rusak dikirim ke saya",2026-01-07 11:03 | Variasi: Grey,1
Temu Toko_Ip 17 Pro,"BARANG RUSAK KOK DIJUAL!
Beli pertama warna oren, oke 
Segelan semua masih baru
Lalu saya beli kedua warna silver, barang datang ngga ada segel, screen protector sudah terpasang, curiga sudah bekas rusak orang retur sebelomnya, beneran, ga bisa nyala, ga bisa di charge
Ajukan pengembalian entah kenapa hari k3 sudah ga ada pilihannya
Seller dikontak tidak mau urus, tidak tanggung jawab, jelas barang ini rusak
Jahat yah, semoga kaya raya kamu kerja model seperti ini.
Ini sudah pasti barang returan dari orang lain yang rusak dikirim ke saya",2026-01-07 11:03 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,Hp utk anak2 sgt lucu,2026-01-12 14:40 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,"Overall puas, lucu bgt gemess",2025-12-26 13:35 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,"thanks hpnya sudah di terima, pengiriman cepat dan anakku suka thanks kak",2025-12-27 14:19 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,Batre bocor,2026-05-29 19:40 | Variasi: 3.0 Oren,1
Temu Toko_Ip 17 Pro,bagussss skli..smoga awet,2026-01-14 01:54 | Variasi: Oren,1
Temu Toko_Ip 17 Pro,lucuuu,2025-11-02 19:58 | Variasi: Silver,1
