product_id,label,urutan_waktu,timestamp,S_plus,S_netral,S_minus
Panda_Vivo Y71,1,1,2025-06-18,0.7237319946289062,0.2733046114444732,0.0029634279198944
Panda_Vivo Y71,1,2,2025-06-19,0.9701455235481262,0.0177319645881652,0.012122418731451
Panda_Vivo Y71,1,3,2025-06-19,0.9934998750686646,0.0052224555984139,0.0012776933144778
Panda_Vivo Y71,1,4,2025-06-23,0.7237319946289062,0.2733046114444732,0.0029634279198944
Panda_Vivo Y71,1,5,2025-06-29,0.7237319946289062,0.2733046114444732,0.0029634279198944
Panda_Vivo Y71,1,6,2025-07-02,0.4615759551525116,0.5356715321540833,0.0027525753248482
Panda_Vivo Y71,1,7,2025-07-03,0.9901100993156432,0.0088778659701347,0.0010120284277945
Panda_Vivo Y71,1,8,2025-07-05,0.9935153722763062,0.0058661554940044,0.0006184536614455
Panda_Vivo Y71,1,9,2025-07-05,0.9958221912384032,0.0030363097321242,0.0011414766777306
Panda_Vivo Y71,1,10,2025-07-08,0.0218744296580553,0.0017470745369791,0.9763785600662231
Panda_Vivo Y71,1,11,2025-07-08,0.9965645670890808,0.0027512339875102,0.0006841935683041
Panda_Vivo Y71,1,12,2025-07-10,0.9927491545677184,0.0063380282372236,0.0009128022938966
Panda_Vivo Y71,1,13,2025-07-11,0.0023275089915841,0.7960710525512695,0.2016014903783798
Panda_Vivo Y71,1,14,2025-07-12,0.9968298077583312,0.0020926583092659,0.0010775374248623
Panda_Vivo Y71,1,15,2025-07-12,0.9488257169723512,0.030388044193387,0.0207862071692943
Panda_Vivo Y71,1,16,2025-07-13,0.3673118650913238,0.6245442032814026,0.0081439604982733
Panda_Vivo Y71,1,17,2025-07-17,0.9944650530815125,0.0041800993494689,0.0013548727147281
Panda_Vivo Y71,1,18,2025-07-21,0.0023302705958485,0.9957059025764464,0.0019637991208583
Panda_Vivo Y71,1,19,2025-07-22,0.9813313484191896,0.0164378974586725,0.002230817452073
Panda_Vivo Y71,1,20,2025-07-23,0.9920023679733276,0.0066939340904355,0.0013036844320595
Panda_Vivo Y71,1,21,2025-07-23,0.036442793905735,0.6905973553657532,0.2729599177837372
Panda_Vivo Y71,1,22,2025-08-06,0.844864547252655,0.1459307819604873,0.0092045776546001
Panda_Vivo Y71,1,23,2025-08-09,0.4821288883686065,0.4799598753452301,0.0379111692309379
Panda_Vivo Y71,1,24,2025-08-14,0.9949775338172911,0.0040082777850329,0.001014110748656
Panda_Vivo Y71,1,25,2025-08-22,0.9880161881446838,0.0108835492283105,0.001100308028981
Panda_Vivo Y71,1,26,2025-08-28,0.9938495755195618,0.005093784071505,0.001056630979292
Panda_Vivo Y71,1,27,2025-09-03,0.4163072407245636,0.5056014060974121,0.0780913308262825
Panda_Vivo Y71,1,28,2025-09-04,0.0214972402900457,0.9770219922065736,0.0014808501582592
Panda_Vivo Y71,1,29,2025-09-05,0.2799236476421356,0.052008006721735,0.6680683493614197
Panda_Vivo Y71,1,30,2025-09-07,0.993295967578888,0.005791722331196,0.0009124010102823
Panda_Vivo Y71,1,31,2025-09-08,0.01501174736768,0.9840223789215088,0.0009658775525167
Panda_Vivo Y71,1,32,2025-09-09,0.0463813133537769,0.6830494403839111,0.2705692648887634
Panda_Vivo Y71,1,33,2025-09-10,0.9710222482681274,0.0265189167112112,0.002458905801177
Panda_Vivo Y71,1,34,2025-09-10,0.689935028553009,0.3066877126693725,0.00337730278261
Panda_Vivo Y71,1,35,2025-09-10,0.0437784492969512,0.0099214445799589,0.9463001489639282
Panda_Vivo Y71,1,36,2025-09-10,0.4163072407245636,0.5056014060974121,0.0780913308262825
Panda_Vivo Y71,1,37,2025-09-10,0.7237319946289062,0.2733046114444732,0.0029634279198944
Panda_Vivo Y71,1,38,2025-09-11,0.7237313389778137,0.273305207490921,0.0029634265229105
Panda_Vivo Y71,1,39,2025-09-11,0.9602446556091307,0.0358370915055274,0.0039181658066809
Panda_Vivo Y71,1,40,2025-09-11,0.0443064756691455,0.9527755975723268,0.002917836420238
Panda_Vivo Y71,1,41,2025-09-11,0.0062513030134141,0.9913091659545898,0.0024395226500928
Panda_Vivo Y71,1,42,2025-09-11,0.0189522746950387,0.9775934219360352,0.0034543233923614
Panda_Vivo Y71,1,43,2025-09-12,0.3667625188827514,0.6301221251487732,0.0031154046300798
Panda_Vivo Y71,1,44,2025-09-12,0.9769326448440552,0.022361459210515,0.0007058717310428
Panda_Vivo Y71,1,45,2025-09-12,0.7237319946289062,0.2733046114444732,0.0029634279198944
Panda_Vivo Y71,1,46,2025-09-12,0.0070641259662806,0.000909604539629,0.9920262694358826
Panda_Vivo Y71,1,47,2025-09-13,0.7850425243377686,0.2102214992046356,0.0047359722666442
Panda_Vivo Y71,1,48,2025-09-13,0.0105468276888132,0.9888383150100708,0.0006149132968857
Panda_Vivo Y71,1,49,2025-09-13,0.0201060213148593,0.978926122188568,0.0009678981732577
Panda_Vivo Y71,1,50,2025-09-14,0.9606115818023682,0.0287873949855566,0.010600964538753
Panda_Vivo Y71,1,51,2025-09-15,0.99555641412735,0.0037413416430354,0.0007021698984317
Panda_Vivo Y71,1,52,2025-09-15,0.0151128331199288,0.9839390516281128,0.0009480572771281
Panda_Vivo Y71,1,53,2025-09-15,0.9945691823959352,0.0023474730551242,0.0030832977499812
Panda_Vivo Y71,1,54,2025-09-15,0.0211759209632873,0.977961003780365,0.0008630561060272
Panda_Vivo Y71,1,55,2025-09-15,0.1978168040513992,0.0220543537288904,0.7801287770271301
Panda_Vivo Y71,1,56,2025-09-15,0.995608389377594,0.0030399861279875,0.0013516178587451
Panda_Vivo Y71,1,57,2025-09-15,0.2475165128707885,0.7220896482467651,0.0303937885910272
Panda_Vivo Y71,1,58,2025-09-16,0.0009707146091386,0.0012117089936509,0.9978175163269044
Panda_Vivo Y71,1,59,2025-09-17,0.9904306530952454,0.0045989686623215,0.0049703093245625
Panda_Vivo Y71,1,60,2025-09-17,0.0366932488977909,0.9621382355690002,0.0011684969067573
Panda_Vivo Y71,1,61,2025-09-17,0.9961093068122864,0.0022218467202037,0.0016688667237758
Panda_Vivo Y71,1,62,2025-09-18,0.0071926340460777,0.9913414120674132,0.0014659789158031
Panda_Vivo Y71,1,63,2025-09-18,0.9978843331336976,0.0015441426075994,0.0005714815924875
Panda_Vivo Y71,1,64,2025-09-18,0.4163072407245636,0.5056014060974121,0.0780913308262825
Panda_Vivo Y71,1,65,2025-09-19,0.983254611492157,0.014230185188353,0.0025153004098683
Panda_Vivo Y71,1,66,2025-09-19,0.0078934226185083,0.9911462664604188,0.0009603078942745
Panda_Vivo Y71,1,67,2025-09-19,0.0137564465403556,0.9851529598236084,0.0010904872324317
Panda_Vivo Y71,1,68,2025-09-20,0.0206931084394454,0.9786002039909364,0.0007067725528031
Panda_Vivo Y71,1,69,2025-09-21,0.7237313389778137,0.273305207490921,0.0029634265229105
Panda_Vivo Y71,1,70,2025-09-21,0.0006198600749485,0.0018491083756089,0.9975311160087584
Panda_Vivo Y71,1,71,2025-09-22,0.0093251364305615,0.9900760054588318,0.000598895130679
