product_id,label,urutan_waktu,timestamp,S_plus,S_netral,S_minus
PinDuoDuo Y17 Ram,1,1,2026-01-27 12:11:00,0.9860599040985109,0.0121761439368128,0.001763951848261
PinDuoDuo Y17 Ram,1,2,2026-01-27 15:48:00,0.0263529252260923,0.1534262746572494,0.8202207684516907
PinDuoDuo Y17 Ram,1,3,2026-01-27 17:45:00,0.9944831728935242,0.0032904658000916,0.0022262504789978
PinDuoDuo Y17 Ram,1,4,2026-01-28 09:50:00,0.0976103022694587,0.900866448879242,0.0015232886653393
PinDuoDuo Y17 Ram,1,5,2026-01-29 14:15:00,0.991245687007904,0.007502872031182,0.0012513257097452
PinDuoDuo Y17 Ram,1,6,2026-01-29 23:11:00,0.0015528475632891,0.4233565628528595,0.5750906467437744
PinDuoDuo Y17 Ram,1,7,2026-01-31 20:41:00,0.9962618947029114,0.0029792860150337,0.0007588084554299
PinDuoDuo Y17 Ram,1,8,2026-02-01 06:37:00,0.997253954410553,0.0018041710136458,0.0009418682893738
PinDuoDuo Y17 Ram,1,9,2026-02-02 08:30:00,0.9075961709022522,0.0855434238910675,0.0068605095148086
PinDuoDuo Y17 Ram,1,10,2026-02-04 14:10:00,0.522233784198761,0.471702367067337,0.006063921842724
PinDuoDuo Y17 Ram,1,11,2026-02-06 17:35:00,0.990334689617157,0.0073869582265615,0.0022783332969993
PinDuoDuo Y17 Ram,1,12,2026-02-06 21:57:00,0.9962677359580994,0.0031551814172416,0.0005770996795035
PinDuoDuo Y17 Ram,1,13,2026-02-06 22:01:00,0.9925685524940492,0.0034496556036174,0.0039817672222852
PinDuoDuo Y17 Ram,1,14,2026-02-08 09:16:00,0.9210123419761658,0.0763204246759414,0.0026672380045056
PinDuoDuo Y17 Ram,1,15,2026-02-08 19:12:00,0.806164562702179,0.1643919348716735,0.0294435620307922
PinDuoDuo Y17 Ram,1,16,2026-02-09 15:10:00,0.8699257373809814,0.1267006993293762,0.0033735842444002
PinDuoDuo Y17 Ram,1,17,2026-02-09 15:47:00,0.0053732814267277,0.0101725747808814,0.9844542145729064
PinDuoDuo Y17 Ram,1,18,2026-02-09 16:52:00,0.0009635874885134,0.9943140745162964,0.0047223675064742
PinDuoDuo Y17 Ram,1,19,2026-02-10 12:34:00,0.7213411331176758,0.275419533252716,0.0032393797300755
PinDuoDuo Y17 Ram,1,20,2026-02-10 22:23:00,0.9965158700942992,0.0028025803621858,0.000681493198499
PinDuoDuo Y17 Ram,1,21,2026-02-11 18:08:00,0.9368536472320556,0.0625251606106758,0.000621210085228
PinDuoDuo Y17 Ram,1,22,2026-02-12 01:32:00,0.9899954795837402,0.009284964762628,0.0007195075158961
PinDuoDuo Y17 Ram,1,23,2026-02-12 06:02:00,0.9972442388534546,0.0017396998591721,0.0010160759557038
PinDuoDuo Y17 Ram,1,24,2026-02-12 10:29:00,0.9539446830749512,0.0438385643064975,0.0022167135030031
PinDuoDuo Y17 Ram,1,25,2026-02-13 20:23:00,0.9943641424179076,0.0048030223697423,0.0008328519179485
PinDuoDuo Y17 Ram,1,26,2026-02-15 02:29:00,0.9920945763587952,0.003784347558394,0.0041210744529962
PinDuoDuo Y17 Ram,1,27,2026-02-15 09:50:00,0.9595243334770204,0.0377766713500022,0.0026990158949047
PinDuoDuo Y17 Ram,1,28,2026-02-15 19:32:00,0.974109709262848,0.0252270679920911,0.0006632880540564
PinDuoDuo Y17 Ram,1,29,2026-02-16 13:42:00,0.9966192245483398,0.0024416216183453,0.0009391786879859
PinDuoDuo Y17 Ram,1,30,2026-02-16 16:34:00,0.9891390204429626,0.0088398028165102,0.0020212226081639
PinDuoDuo Y17 Ram,1,31,2026-02-17 08:50:00,0.0010175532661378,0.971800684928894,0.0271816607564687
PinDuoDuo Y17 Ram,1,32,2026-02-17 18:21:00,0.9852358102798462,0.0128876902163028,0.001876542228274
PinDuoDuo Y17 Ram,1,33,2026-02-20 16:53:00,0.1507730036973953,0.8373626470565796,0.0118642766028642
PinDuoDuo Y17 Ram,1,34,2026-02-20 23:49:00,0.9800300002098083,0.0173545312136411,0.0026154937222599
PinDuoDuo Y17 Ram,1,35,2026-02-21 14:25:00,0.962173879146576,0.0363598726689815,0.0014661739114671
PinDuoDuo Y17 Ram,1,36,2026-02-21 15:53:00,0.9929779171943665,0.0059609017334878,0.0010611979523673
PinDuoDuo Y17 Ram,1,37,2026-02-21 23:04:00,0.9149343967437744,0.080166682600975,0.0048989187926054
PinDuoDuo Y17 Ram,1,38,2026-02-22 13:45:00,0.8054324388504028,0.1677299737930297,0.026837533339858
PinDuoDuo Y17 Ram,1,39,2026-02-22 19:07:00,0.983656644821167,0.006584704387933,0.0097586577758193
PinDuoDuo Y17 Ram,1,40,2026-02-23 13:41:00,0.9820438623428344,0.0156602207571268,0.0022959748748689
PinDuoDuo Y17 Ram,1,41,2026-02-23 15:31:00,0.9934885501861572,0.0044149546884,0.0020964664872735
PinDuoDuo Y17 Ram,1,42,2026-02-23 18:14:00,0.189920037984848,0.6850425004959106,0.1250373870134353
PinDuoDuo Y17 Ram,1,43,2026-02-25 12:44:00,0.9488609433174132,0.0486931689083576,0.002445938065648
PinDuoDuo Y17 Ram,1,44,2026-02-26 16:14:00,0.993415117263794,0.0059506758116185,0.0006341950502246
PinDuoDuo Y17 Ram,1,45,2026-02-27 00:37:00,0.9907277822494508,0.002028418937698,0.0072437687776982
