product_id,review,timestamp,label,S_plus,S_netral,S_minus,predicted_label
PinDuoDuo Y17 Ram,alhamdulillah udah kedua kalinya order hp di toko ini barang nya bagus dan ori tokonya amanah terimakasih,2026-01-29 14:15:00,1,0.991245687007904,0.007502872031182051,0.001251325709745288,POSITIVE
PinDuoDuo Y17 Ram,hp harga murah dan kondisi bagus bekerja normal .. terima kasih seller .. kedepannya tetap amanah dan lebih baik lagi,2026-04-24 17:38:00,1,0.9836151003837585,0.014426188543438911,0.0019586188718676567,POSITIVE
PinDuoDuo Y17 Ram,"alhamdulillah berfungsi dengan baik. sempat was-was. karena sempat beli di toko sebelah,yang dikirim hp mati. terima kasih, semoga amanah.",2026-04-14 20:01:00,1,0.8066834807395935,0.172956183552742,0.020360324531793594,POSITIVE
PinDuoDuo Y17 Ram,sukses selalu kk.. semoga sll amanah.. pesanan aman dan sesuai dg pesanan saya.. next order lg dsni.. mksh..,2026-02-25 12:44:00,1,0.9488609433174133,0.04869316890835762,0.002445938065648079,POSITIVE
PinDuoDuo Y17 Ram,hpx benar bagus dan sangat membatu anak saya dalam mengerjakan tugas,2026-03-02 22:27:00,1,0.9949660897254944,0.0036734873428940773,0.0013604125706478953,POSITIVE
PinDuoDuo Y17 Ram,paket udah nyampe dgn baik anak sy suka skali hpnya,2026-02-26 16:14:00,1,0.993415117263794,0.0059506758116185665,0.0006341950502246618,POSITIVE
PinDuoDuo Y17 Ram,alhamdulillah paket sudah tiba dan sesuai pesanan peking aman anti goncangan dan berfungsi dengan baik. semoga awet,2026-02-21 15:53:00,1,0.9929779171943665,0.0059609017334878445,0.0010611979523673654,POSITIVE
PinDuoDuo Y17 Ram,"alhamdulillah udh sampai, bnr2 ngeplong soalnya dlu pernah beli hp mlh kena jebakan batman, yg dtng mlh merk nya gak ada beli d atas 1 jutaan lebih mlh d jual lagi parah bngt, tp d sini lapaknya beneran jujur dan amanah bngt",2026-02-22 19:07:00,1,0.983656644821167,0.006584704387933016,0.009758657775819302,POSITIVE
PinDuoDuo Y17 Ram,terima kasih barangnya sudah datang dengan keadaan baik,2026-02-21 23:04:00,1,0.9149343967437744,0.08016668260097504,0.0048989187926054,POSITIVE
PinDuoDuo Y17 Ram,"bagus banget, rekomen sekali toko ini, semoga selalu amanah ya, respon penjualnya juga cepat dan baik banget",2026-02-01 06:37:00,1,0.997253954410553,0.0018041710136458278,0.0009418682893738151,POSITIVE
