product_id,review,timestamp,label,S_plus,S_netral,S_minus,predicted_label
Panda_Vivo Y71,kemudahan penggunaan:,2026-03-07 00:00:00,1,0.7237313389778137,0.273305207490921,0.002963426522910595,POSITIVE
Panda_Vivo Y71,"lazada emang asyik , udah dapet discount dapet voucher pula , gratis ongkir sudah pasti seller juga terpercaya , respon chat bertanggung jawab. terima kasih "" kepuasan pembeli adalah do'a """,2026-01-10 00:00:00,1,0.9931144118309021,0.005616077687591314,0.0012694635661318898,POSITIVE
Panda_Vivo Y71,kemudahan penggunaan:,2026-01-09 00:00:00,1,0.7237313389778137,0.273305207490921,0.002963426522910595,POSITIVE
Panda_Vivo Y71,"alhamdulillah barang pesanan sudah di terima, real pict,baru, segel, dan bergaransi, kamera belakang 13mp dengan lampu kilat,dapat harga murah tai barang bagus,yang lain jangan ragu beli di toko ini. hatur nuhun seler, tks kang kurir, tks lazada.",2025-11-10 00:00:00,1,0.9789809584617615,0.01902826316654682,0.001990742050111294,POSITIVE
Panda_Vivo Y71,alhamdulillah barang nya udah sampai reselles nya amanah banget kurir nya ramah terima kasih lazada reselles dan mas kurir,2025-10-28 00:00:00,1,0.9854570031166077,0.012853504158556461,0.0016895290464162827,POSITIVE
Panda_Vivo Y71,durability:,2025-10-30 00:00:00,1,0.4163072407245636,0.5056015849113464,0.07809124141931534,NEUTRAL
Panda_Vivo Y71,"kamera belakang 13mp dengan lampu kilat, baru, segel, dan bergaransi, terimakasih tokonya sudah amanah banget terimakasih lazada terimakasih abang kurirnya ramahkapasitas baterai 3360mah,",2025-10-21 00:00:00,1,0.966779887676239,0.031897060573101044,0.0013231108896434307,POSITIVE
Panda_Vivo Y71,"alhamdulillah barang sesuai pesanan tokonya amanah hp baru segel. datang sore langsung dices, semoga aja awet terimakasih kak..baru, segel, dan bergaransi, kapasitas baterai 3360mah,",2025-10-11 00:00:00,1,0.9411904215812683,0.05705539882183075,0.0017542605055496097,POSITIVE
Panda_Vivo Y71,untuk sekarang udah 2hari alhamdulillah baguss batrei ya juga kuat mudahan mudahan bisa awet tokonya juga amanah kulirya juga amanah baik terimakasih banyak lazada sukses selalu pokoknya puass jangan ragu bagus harga murah tapi gak murahan,2025-10-13 00:00:00,1,0.9960164427757263,0.00235016830265522,0.001633471343666315,POSITIVE
Panda_Vivo Y71,paket aman. hanya saja baru pakai sehari udah bootlop recovery. diflash sinyal hilang. tapi nggak masalah buat eksperimen.,2025-10-09 00:00:00,1,0.9352441430091858,0.05759928375482559,0.0071565378457307816,POSITIVE
Panda_Vivo Y71,"mantap, lumayan si hpnya, wajib beli, apalagi we dapat harga 181 ribu, cod, di kirim ke daerah sumbar, tidak mengecewakan, nnti pesan lagi,",2025-10-05 00:00:00,1,0.9969320297241211,0.002543039619922638,0.0005249578389339149,POSITIVE
Panda_Vivo Y71,"baru, segel, dan bergaransi, kapasitas baterai 3360mah, pelindung kaca gorilla glass 3,",2025-09-30 00:00:00,1,0.0038878796622157097,0.9949104189872742,0.0012016387190669775,NEUTRAL
Panda_Vivo Y71,"alhamdulillah, paket nyampe. semua lengkap dan berfungsi desainnya, bagus. ketahanan? selamat, dan sukses untuk semua",2025-09-26 00:00:00,1,0.9906994700431824,0.008201423101127148,0.001099168905057013,POSITIVE
Panda_Vivo Y71,maap baru kasih ulesan soal nya waktu pas datang anak saya nya belam da sekarang udah ada d rmh lumayan lah dengan harga segtu irit d. kantong toko nya amanah abang ade makasih,2026-06-17 00:00:00,1,0.9667757749557495,0.02260282076895237,0.010621382854878902,POSITIVE
Panda_Vivo Y71,"baru, segel, dan bergaransi, kamera belakang 13mp dengan lampu kilat, kapasitas baterai 3360mah,",2025-09-18 00:00:00,1,0.007192634046077728,0.9913414120674133,0.0014659789158031344,NEUTRAL
Panda_Vivo Y71,"desain bodi aluminium, kamera belakang 13mp dengan lampu kilat, kapasitas baterai 3360mah, semoga tidak ada kendala",2026-06-17 00:00:00,1,0.0341482013463974,0.9646022915840149,0.0012494969414547086,NEUTRAL
Panda_Vivo Y71,kemudahan penggunaan:,2025-09-11 00:00:00,1,0.7237313389778137,0.273305207490921,0.002963426522910595,POSITIVE
Panda_Vivo Y71,"baru, segel, dan bergaransi, kapasitas baterai 3360mah, terimakasih kak pesanan sudah diterima dgn baik dan sesuai pesanan. hp belum di coba tapi semoga saja awet.dan g ada lecetnya",2025-09-11 00:00:00,1,0.9602446556091309,0.035837091505527496,0.003918165806680918,POSITIVE
