web_scraper_order,web_scraper_start_url,pagination,review,timestamp
"1780196625-117","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","terimakasih kak seler lazada juga kurir nya yg amanah dan pada baik paket nya sesuai yg d harapkan saya sangat suka","2025-09-15"
"1780196625-118","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Alhamdulillah barang sesuai pesanan seller amanah sangat amanah pokonya mau beli lagi nex Kamera belakang 13MP dengan lampu kilat, Baru, segel, dan bergaransi,","2025-09-13"
"1780196625-119","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","br sempet review
pengiriman cepat
barang mulus
kelangkapan oke
fungsi normal
cukup puas dengan pelayanan  kurir dan toko","2025-09-19"
"1780196625-120","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Kapasitas baterai 3360mAh, Desain bodi aluminium, Pelindung kaca Gorilla Glass 3, Baru, segel, dan bergaransi,","2025-09-15"
"1780196625-121","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Alhamdulillah.... sudah sampai di lokasi kecamatan pakis kabupaten Malang...❤️😍😁😁🇮🇩🇮🇩
paket belum di buka.. masih di simpan dulu karena belum di pakai sekarang...
pengiriman: ngeri... cepat bgt , JKT - kab. malang cuma 2 hari 😁😁😁👍, biasanya standart 3 - 4 hari... orang masih nyuci ehh..tau"" datang paketnya..., yang jualan pinter... harga di murah in di kasih diskon+ lazkoin..., 202.500 rupiah lohhh... dapet nya...hp canggih..ram gede.... Alhamdulillah 🙏🙏🙏
makasih seller....👍👍👍 manteb.. mudah ""an berkah usaha lancar... ingat sholat 5 waktu....
makasih juga buat lazada... lazada oke 👍👍","2025-09-15"
"1780196625-122","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Pelindung kaca Gorilla Glass 3, Kamera belakang 13MP dengan lampu kilat,","2025-09-15"
"1780196625-123","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Baru, segel, dan bergaransi, Desain bodi aluminium, Kapasitas baterai 3360mAh,","2025-10-17"
"1780196625-124","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","sudah diterima paketnya vivo Y71...kondisi hidup...semoga awet.....terimakasih, toko amanah..🙏🙏🙏","2025-09-12"
"1780196625-125","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Kapasitas baterai 3360mAh, Pelindung kaca Gorilla Glass 3, Desain bodi aluminium,","2025-09-08"
"1780196625-126","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Desain bodi aluminium, Baru, segel, dan bergaransi moga awet, ini lagi di pake ngetik bagus lah","2025-09-25"
"1780196625-127","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Desain bodi aluminium, Kamera belakang 13MP dengan lampu kilat, Pelindung kaca Gorilla Glass 3,","2025-09-13"
"1780196625-128","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Baru, segel, dan bergaransi, Kamera belakang 13MP dengan lampu kilat, Desain bodi aluminium,","2025-09-19"
"1780196625-129","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","terimakasih banyak ya boss","2025-12-27"
"1780196625-130","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","bagus.. normal mantab lah pokok nya..
seller top.. 
keri keri keri.. 😂😂😂","2025-10-16"
"1780196625-131","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Baru, segel, dan bergaransi, Pelindung kaca Gorilla Glass 3, terima kasih","2025-10-11"
"1780196625-132","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","Baru, segel","2026-01-12"
"1780196625-133","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","sudah d terima dngan utuh..dan barang lumayan lah dngan harga segitu..","2026-03-09"
"1780196625-134","https://www.lazada.co.id/products/pdp-i8608700849-s16013570474.html?c=&channelLpJumpArgs=&clickTrackInfo=query%253Ahp%252Bhdc%252Bvivo%253Bnid%253A8608700849%253Bsrc%253ALazadaMainSrp%253Brn%253A2cc5dbdee968abe78d2a0a88c090c687%253Bregion%253Aid%253Bsku%253A8608700849_ID%253Bprice%253A688000%253Bclient%253Adesktop%253Bsupplier_id%253A401099536002%253Bsession_id%253A%253Bbiz_source%253Ah5_internal%253Bslot%253A2%253Butlog_bucket_id%253A470687%253Basc_category_id%253A10100333%253Bitem_id%253A8608700849%253Bsku_id%253A16013570474%253Bshop_id%253A6307054%253BtemplateInfo%253A107879_A3_C_E%2523&freeshipping=1&fs_ab=2&fuse_fs=&lang=id&location=Kab.%20Tangerang&price=6.88E%205&priceCompare=skuId%3A16013570474%3Bsource%3Alazada-search-voucher%3Bsn%3A2cc5dbdee968abe78d2a0a88c090c687%3BoriginPrice%3A68800000%3BdisplayPrice%3A68800000%3BisGray%3Afalse%3BsinglePromotionId%3A-1%3BsingleToolCode%3AmockedSalePrice%3BvoucherPricePlugin%3A0%3Btimestamp%3A1780167465147&ratingscore=4.46643109540636&request_id=2cc5dbdee968abe78d2a0a88c090c687&review=566&sale=1063&search=1&source=search&spm=a2o4j.searchlist.list.2&stock=1","","paket tlah tiba dan yang kedua kalinya,,kurir ramah dan amanah sukses selalu","2025-10-06"
