product_id,review,timestamp,label
PinDuoDuo Y17 Ram,alhamdulillah udah kedua kalinya order hp di toko ini barang nya bagus dan ori tokonya amanah terimakasih,2026-01-29 14:15:00,1
PinDuoDuo Y17 Ram,hp harga murah dan kondisi bagus bekerja normal .. terima kasih seller .. kedepannya tetap amanah dan lebih baik lagi,2026-04-24 17:38:00,1
PinDuoDuo Y17 Ram,"alhamdulillah berfungsi dengan baik. sempat was-was. karena sempat beli di toko sebelah,yang dikirim hp mati. terima kasih, semoga amanah.",2026-04-14 20:01:00,1
PinDuoDuo Y17 Ram,sukses selalu kk.. semoga sll amanah.. pesanan aman dan sesuai dg pesanan saya.. next order lg dsni.. mksh..,2026-02-25 12:44:00,1
PinDuoDuo Y17 Ram,hpx benar bagus dan sangat membatu anak saya dalam mengerjakan tugas,2026-03-02 22:27:00,1
PinDuoDuo Y17 Ram,paket udah nyampe dgn baik anak sy suka skali hpnya,2026-02-26 16:14:00,1
PinDuoDuo Y17 Ram,alhamdulillah paket sudah tiba dan sesuai pesanan peking aman anti goncangan dan berfungsi dengan baik. semoga awet,2026-02-21 15:53:00,1
PinDuoDuo Y17 Ram,"alhamdulillah udh sampai, bnr2 ngeplong soalnya dlu pernah beli hp mlh kena jebakan batman, yg dtng mlh merk nya gak ada beli d atas 1 jutaan lebih mlh d jual lagi parah bngt, tp d sini lapaknya beneran jujur dan amanah bngt",2026-02-22 19:07:00,1
PinDuoDuo Y17 Ram,terima kasih barangnya sudah datang dengan keadaan baik,2026-02-21 23:04:00,1
PinDuoDuo Y17 Ram,"bagus banget, rekomen sekali toko ini, semoga selalu amanah ya, respon penjualnya juga cepat dan baik banget",2026-02-01 06:37:00,1
PinDuoDuo Y17 Ram,"pesanannya sudah diterima dan berfungsi dengan baik, semoga awet pemakaiannya. terima kasih",2026-03-02 19:13:00,1
PinDuoDuo Y17 Ram,semoga awet sampai dunia akhirat,2026-03-09 16:19:00,1
PinDuoDuo Y17 Ram,barang bagus no kendala dan murah,2026-02-06 22:01:00,1
PinDuoDuo Y17 Ram,secara keseluruhan bagus .. berfungsi .. good pokoke,2026-02-15 02:29:00,1
PinDuoDuo Y17 Ram,"hp yang di terima dalam kondisi baik, fitur lengkap, di dalam box nya sudah termasuk case dan charger, sangat di rekomendasi beli hp di sini",2026-02-23 13:41:00,1
PinDuoDuo Y17 Ram,fitur mantap dilengkapi fingerprint,2026-02-11 18:08:00,1
PinDuoDuo Y17 Ram,"penjualnya responsif dan amanah. barang keterima sesuai jadwalnya, paket diterima aman. barang bagus. terimakasih utk penjualnya dan kurirnya. rekomendasi utk yg pengen beli hp bagus.",2026-04-14 20:55:00,1
PinDuoDuo Y17 Ram,"trimakasih banyak seller atas fast respon ya. terimakasih barang mendarat dengan sempurna trimakasih lengkap dengan charger,hansed, temper glass,dan casing packaging aman pooll. tokonya amanah semgha lain kali bisa order lgi order di tgl 10 datang di tgl 24. bukan karena seller nya tp xpedisi yang gk konsisten. semgha kedepanya pilihan xpedisi lebih bagus lagi. mungkin lain daerah lain juga kinerjanya. sekali lagi makasi ya seller. suksess sll",2026-04-25 20:14:00,1
PinDuoDuo Y17 Ram,terima kasih seller dan kurir,2026-02-15 09:50:00,1
PinDuoDuo Y17 Ram,alhamdulillah paketan udah datang dengan selamat dan aman pekingnya mantap pokoknya tokonya amanah sesuai pesanan joss mantap makasih selernya makasih tokonya semoga sukses selalu..,2026-04-15 19:34:00,1
PinDuoDuo Y17 Ram,"alhamdulillah berfungsi dengan baik, barangnya masih di segel dan sesuai dengan deskripsi. semoga awet barangnya.. terimakasih seller",2026-05-02 06:36:00,1
PinDuoDuo Y17 Ram,barang sudah sampai di rumah aman barang dicek normal semua kwalitas bagus harga murah nanti mau ambil lgi,2026-02-08 19:12:00,1
PinDuoDuo Y17 Ram,tidak ada stiker tanda baru atas layar.temperglass sudah terpasang,2026-02-09 16:52:00,1
PinDuoDuo Y17 Ram,cepet sampai nya udh di coba berpungsi dengan baik..,2026-05-06 08:44:00,1
PinDuoDuo Y17 Ram,"pokoknya jangan ragu rangu pesen di toko ini,karna sudah di jamin aman dan terpercaya",2026-05-10 09:19:00,1
PinDuoDuo Y17 Ram,alhamdulillah pesanan telah sampai kualitas pesanan sesuai ekspektasi,2026-02-17 18:21:00,1
PinDuoDuo Y17 Ram,alhmdulillah barang smpai dlm keadaan baik.normal.. lengkap. toko amanah.. .,2026-02-09 15:10:00,1
PinDuoDuo Y17 Ram,"responsif, cepat, sesuai pesanan/deskripsi. good jobs. thanks",2026-05-10 18:32:00,1
PinDuoDuo Y17 Ram,"barang sesuai, harga juga bersahabat, toko amanah. recomended pokoknya belanja di sini. . .",2026-04-07 02:02:00,1
PinDuoDuo Y17 Ram,"awalnya ragu tapi alhamdulillah toko ini memang amanah,,barangnya sampek dengan selamat gak ada lecet sedikitpun,,trima kasih",2026-04-18 13:03:00,1
PinDuoDuo Y17 Ram,packingnya aman bgt jadi ga takut ke bantjng2,2026-02-06 21:57:00,1
PinDuoDuo Y17 Ram,"recommended bangett buat kalian yang cari hp low budget,mendang mending dan hp nya bagus,meskipun ga sebagus hp di toko asli nya,berfungsi dengan baik dan warna warnanya yang lucu lucu,bestt",2026-04-15 20:14:00,1
PinDuoDuo Y17 Ram,"puas bngt beli ditoko ini,,next mau psen lgi ah,,dan jangan ragu buat beli disini",2026-04-18 17:43:00,1
PinDuoDuo Y17 Ram,"sesuai pesanan warna, bagus dan hp baru.. gak sia² belanja di di tokoh ini barangnya benar dengan yang di pesan",2026-02-20 16:53:00,1
PinDuoDuo Y17 Ram,"baru pertama kali beli hp online, awalnya ragu tapi setelah paketnya datang alhamdulillah sesuai di pict ayo ges jgn ragu untuk beli dan tanya sama kknya ya di live, pengiriman pake plastik berangin safety sampai ke kalsel wak",2026-02-22 13:45:00,1
PinDuoDuo Y17 Ram,"barang sampri dengan selamat, terima kasih buat tokonya, semoga jaya selalau",2026-02-08 09:16:00,1
PinDuoDuo Y17 Ram,hp kw setelah cek imei gak terdaftar di vivo kirain ori,2026-01-29 23:11:00,1
PinDuoDuo Y17 Ram,alhamdulillah barang nya udah nyampe sesuai dwngan pesana mudaha mudahan awet,2026-05-05 13:57:00,1
PinDuoDuo Y17 Ram,better bisa dipake untuk anak sekolah,2026-02-02 08:30:00,1
PinDuoDuo Y17 Ram,semoga sukses selalu.. terimakasih sudah amanah buat toko ya,2026-03-12 18:19:00,1
PinDuoDuo Y17 Ram,"tadinya sempet ragu,alhamdulillah bgitu sampai barang nya bagus dan berguna",2026-02-16 16:34:00,1
PinDuoDuo Y17 Ram,alhamdulilah sesuai ekspektasi.. minta langsung di nyalain dari sananya jd pas dateng tinggal masukin kartu aja..,2026-04-16 18:10:00,1
PinDuoDuo Y17 Ram,alhamdulillah barangnya sudah sampai tujuan dengan selamat pengemasan cepat pengiriman barang standar respon penjual sangat baik terima kasih buat penjual dan kurirnya minus cuman free gift kurang satu yaitu headset. saya maklumi aja barangnya bagus no minus masih tersegel,2026-04-09 09:48:00,1
PinDuoDuo Y17 Ram,sangat bagus sesuai deskripsi harga sangat murah tapi barangnya asli..dpt softcase juga.. terimakasih,2026-04-21 05:49:00,1
PinDuoDuo Y17 Ram,"alhamdulillah.. barang dah sampai.. walaupun tidak sesuai estimasi.. kondisi bagus, trimakasih.. semoga awet,,",2026-02-27 20:57:00,1
PinDuoDuo Y17 Ram,barang bagus ber pungsi dengan baik toko nya sangat amanah dan jujur . buat sobat ku dimna saja ber ada kalau mau belanja di toko ini jangan ragu lansung beli aja toko nya amanah dan bisa di percaya,2026-03-30 18:40:00,1
PinDuoDuo Y17 Ram,",chargeran jg berfungsi dengan baik setelah 3 hari dari pesanan dteng ,baru keliatan batre nya udh eror . dicas 30 menit langsung full 100% .tapi dpke hanya 2 menit lngsung mati",2026-04-08 22:32:00,1
PinDuoDuo Y17 Ram,bagus semua dari mulai pengemasan hingga produk nya,2026-04-18 17:56:00,1
PinDuoDuo Y17 Ram,jangan ragu pesan di toko ini . toko nya sangat amanah. gak ada vidio krn vidio nya terlalu panjang .tpi tokoh nya amanah,2026-02-23 15:31:00,1
PinDuoDuo Y17 Ram,pelapak amanah jangan ragu beli d sini..,2026-02-10 12:34:00,1
PinDuoDuo Y17 Ram,barang sudah sampai dan langsung unboxing alhamdulillah suami suka karena hadiah buat suami berfungsi dengan baik sesuai dengan pesanan..,2026-04-01 07:15:00,1
PinDuoDuo Y17 Ram,terima kasih seller dan shopee barangnya sudah sampai sesuai deskripsi,2026-02-04 14:10:00,1
PinDuoDuo Y17 Ram,awalnya takut dan ragu ternyata asli,2026-04-14 19:09:00,1
PinDuoDuo Y17 Ram,"baru pertama beli hp online, alhamdulillah hp berfungsi dgn baik",2026-04-02 15:38:00,1
PinDuoDuo Y17 Ram,"barang,a bgs tokoh,a amanah..semga sukses selalu..",2026-05-20 17:31:00,1
PinDuoDuo Y17 Ram,"sudah 2 kali pesan di toko ini..barang di terima dengan baik, terima kasih kepada seller semoga laris manis dan dan terima kasih juga kepada kurir and shoppe...",2026-04-21 10:15:00,1
PinDuoDuo Y17 Ram,bagus banget. berfungsi normal. semoga awet. belikan orang tua,2026-01-27 17:45:00,1
PinDuoDuo Y17 Ram,wah dengan harga segini dapat barang yang oke. ajib,2026-02-27 00:37:00,1
PinDuoDuo Y17 Ram,terimakasih barangx udh smpai sesuai dgn deskripsi packingan sngat aman ok mantapss,2026-02-13 20:23:00,1
PinDuoDuo Y17 Ram,"kondisi barang bagus dan mulus semua fitur berfungsi dengan normal tidak ada yang cacat desain elegan, ringan, dan nyaman digenggam kapasitas baterai besar 500 mah cukup awet digunakan seharian kapasitas penyimpanan besar ram 8 dan internal 256 keren semoga awet",2026-05-14 18:12:00,1
PinDuoDuo Y17 Ram,sangat puas..td nya meragukan.. alhamdulillah semua mendarat dgn sempurna..semoga awet yeww,2026-04-10 10:18:00,1
PinDuoDuo Y17 Ram,"terima kasih kak hp nya berpungsi dengan baik, terimakasih telah amanah semoga makin lancar kak usahanya,,",2026-02-12 10:29:00,1
PinDuoDuo Y17 Ram,"semoga awet, dan bisa order lagi",2026-02-21 14:25:00,1
PinDuoDuo Y17 Ram,bagus hp nya sesuai gambar ga kecewa awalnya takut di kirim asal asalan tapi beneran hp nya,2026-04-07 22:41:00,1
PinDuoDuo Y17 Ram,barang sudah sampe kak tapi vidio saya tidak bisa diupload jadi saya kirim foto saja disini,2026-02-17 08:50:00,1
PinDuoDuo Y17 Ram,maaf baru ksh ulasan baru smpt nih. pkt dtng bbrp hri yg llu playanan cod. deg2an bru ini brniin bli brng elektronik scra online tdinya tkut aja. tpi brniin diri dan hsil nya puass dong real bgus sesuai bngt. the best kk amanah trus ya slm sukses. pkonya jngn ragu bli d toko ini gaess,2026-04-18 16:27:00,1
PinDuoDuo Y17 Ram,allhamdulilah amanah,2026-04-20 12:55:00,1
PinDuoDuo Y17 Ram,warna sesuai pink. tidak kecewa pas ramah di kantong,2026-02-10 22:23:00,1
PinDuoDuo Y17 Ram,"toko amanah,hp sampai dengan sempurna.terimakasih seller",2026-04-18 22:57:00,1
PinDuoDuo Y17 Ram,sesuai dengan ekspektasi semoga bisa awet.. gak sengaja ternyata sudah 2x pesan disini.. toko baik selalu memperhatikan feedback dr pembeli,2026-02-20 23:49:00,1
PinDuoDuo Y17 Ram,"sempet kecewa ketika gk bisa dipasang kartu,tapi seler baik bgt,diminta retur dan dikirim ulang,, jujur sempet ragu, karana pengiriman pribadi,gk bisa lewat aplikasi,tapi bismilah aja,,dan alhamdulillah toko'y amanah bgt,trimakasih,,jangan ragu order disini yaa,dijamin toko'y amanah",2026-05-04 19:58:00,1
PinDuoDuo Y17 Ram,"bismillah semoga hp nya awet dipakai anak belajar,, terimakasih sellernya gercep & konfirmasi dulu sebelum kirim,, semoga berkah & laris manis amiin",2026-04-06 12:58:00,1
PinDuoDuo Y17 Ram,"barang ny datang dg cepat,bgus dan aman brang ny serta amanah dech pokok ny..ntah kami beli lg smg rezk kita lancar.. aamiin",2026-04-10 08:49:00,1
PinDuoDuo Y17 Ram,"imei 1 dan 2 hp ini tdk terdeteksi di web cek imei vivo. pas connect email dan terkonfirmasi di hp yang sudah lebih terpasang email, tertulis bukan vivo y17 tertulisnya y19. kenapa sy beli, krn sy hanya butuh kamera biasa, bisa internet, body hp pink. menurut saya hp ini adalah rakitan. buat sy ini cukup sesuai kebutuhan sy",2026-02-23 18:14:00,1
PinDuoDuo Y17 Ram,toko amanah barang original.. semoga awet.. terimakasih,2026-05-07 16:20:00,1
PinDuoDuo Y17 Ram,"alhamdulillah paketan dach sampai tadi siang,berpungsi dengan baik,masih segel barang ori,cuma gak di kasih headset nya aja.yg lain sich ok.semoga barangnya awet",2026-04-18 23:23:00,1
PinDuoDuo Y17 Ram,"hp bagus suka sama toko ini amanah,saya pesan 1 lagi",2026-02-12 01:32:00,1
PinDuoDuo Y17 Ram,barang sudah diterima dengan baik,2026-04-11 12:21:00,1
PinDuoDuo Y17 Ram,"barang sudh smpai tujuan kk..bener"" amanah toko ini..ini pembelian saya yg kdua di toko ini",2026-02-28 20:43:00,1
PinDuoDuo Y17 Ram,"overall bagus,harga murah barang sesuai ekspetasi.",2026-04-10 19:37:00,1
PinDuoDuo Y17 Ram,"kapasitas tidak sesuai dengan yg ada di gambar, mudah-mudahan awet.",2026-02-09 15:47:00,1
PinDuoDuo Y17 Ram,kirain barangnya palsu ternyata bener datang hp sunguhan terimakasih minn,2026-05-11 12:45:00,1
PinDuoDuo Y17 Ram,bagus semoga awet,2026-02-06 17:35:00,1
PinDuoDuo Y17 Ram,hp nya bagus ..anak saya suka banget semoga hp nya awet.. terima kasih shoppe,2026-01-31 20:41:00,1
PinDuoDuo Y17 Ram,hp vivo sdh sampai dpt harga bersahabat.langsung dipake anak.semoga awet,2026-02-15 19:32:00,1
PinDuoDuo Y17 Ram,pokonya belaja ditoko ini sangat puas terimakasih seler,2026-03-05 18:55:00,1
PinDuoDuo Y17 Ram,barang baru jgn ragu beli dsni..mantul,2026-04-14 17:23:00,1
PinDuoDuo Y17 Ram,"alhamdulillah pesanan mendarat dengan selamat semoga awet ya ke lengkapan nya full set baru lagi pengiriman cepat,good lah",2026-03-01 13:43:00,1
PinDuoDuo Y17 Ram,"sangat buruk barang kw,padahal co 2 hp.nyesel banget.imei palsu semua media tdk bisa di gunakan selalu di spam",2026-03-24 01:57:00,1
PinDuoDuo Y17 Ram,"barang sesuai dg live, sangat bagus gak rugi dg harga sangat murah. kwalitas ori",2026-02-16 13:42:00,1
PinDuoDuo Y17 Ram,semoga barang awet,2026-01-27 12:11:00,1
PinDuoDuo Y17 Ram,udh ke3x order dsini.ssmuanya ok,2026-01-28 09:50:00,1
PinDuoDuo Y17 Ram,"maaf seller baru beri penilaian, untuk mengetahui hp berfungsi dengan baik tau tidak, ternyata daftar email sulit, wa beberapa hari digunakan untuk telfon luar negeri kena spam nomer sudah gak bisa dipake lagi terpaksa beli nomer baru, kecewa pas ada fitur tidak bisa digunakan dengan baik,, akhirnya beli hp second jauh lebih baik wa tidak pernah kena spam daftar emailpun lancar",2026-04-26 09:22:00,1
PinDuoDuo Y17 Ram,bagus alhamdulilah reseler amanah cuma mau upload video ke panjangan jdi cuma bisa foto,2026-01-27 15:48:00,1
PinDuoDuo Y17 Ram,lbh jernih pas waktu live,2026-04-24 13:31:00,1
PinDuoDuo Y17 Ram,"hp aman bagus salah nya cuma satu pas di unboxing kameranya lecet dan buram, seperti second sekian dan terimakasih",2026-04-14 15:17:00,1
PinDuoDuo Y17 Ram,"hp tidak bisa menggunakan wa,sudah beberapa kali ganti kartu.tetap kena tinjau an. sangat menyesal.minta tolong solusinya buat penjual",2026-05-20 12:39:00,1
PinDuoDuo Y17 Ram,"bagus barang nya baru bukan seken ,,jgn ragu y belanja di sini anak saya suka bnget",2026-02-12 06:02:00,1
PinDuoDuo Y17 Ram,gak sama kaya yg bulan kmren beli padahal bulan kmren baru beli hp di toko nih juga tapi beda masih keliatan ori hp yg kmren buat cek imei juga sesuai sama yg di gugel tapi kalo hp yg baru dateng buat cek imei malah gak terdaftar,2026-05-12 20:13:00,1
PinDuoDuo Y17 Ram,alhamdulillah yg ke dua kalinya beli di toko pinduo duo ini amanah sekali gercep semoga makin sukses toko nya.,2026-04-01 08:58:00,1
PinDuoDuo Y17 Ram,terima kasih seler/toko,2026-03-03 12:36:00,1
PinDuoDuo Y17 Ram,"barang diterima dengan baik, tidak ada yang rusak , hp lengkap dengan charger, dan casing bublerupnya bagus bangat, pengemasan sangat nyaman ya jadi hpnya gak rusak, hpnya nyala batre 92 persen, hpnya baru, sesuai harga, tapi yang kurang saya suka kameranya masih kurang, kalau buat konten masih kurang bersih.",2026-05-11 19:48:00,1
PinDuoDuo Y17 Ram,"day 1 beli hp online, alhamdulillah sesuai ekspektasi, dtang di palu dtng dgan selamat",2026-04-15 19:10:00,1
